,Operacao,Operador_Padronizado,Descricao_do_Tipo
7246,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,POUSO AQUÉM/ALÉM DA PISTA
7254,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,OUTROS
7255,Táxi Aéreo,CURURUPU TAXI AEREO LTDA,COLISÃO NO SOLO
7256,Táxi Aéreo,CURURUPU TAXI AEREO LTDA,EXCURSÃO DE PISTA
7259,Táxi Aéreo,HORUS AEROTAXI LTDA,
7267,Táxi Aéreo,ATA – AEROTAXI ABAETE LTDA,
7272,Táxi Aéreo,PARAMAZONIA TAXI AEREO LTDA,
7275,Táxi Aéreo,BATA BAHIA TAXI AEREO LTDA,
7276,Táxi Aéreo,CTA CLEITON TAXI AEREO LTDA,
7278,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,
7283,Táxi Aéreo,BERTOL AEROTAXI LTDA,
7284,Táxi Aéreo,CEARA TAXI AEREO LTDA,
7285,Táxi Aéreo,STILUS TAXI AEREO LTDA,
7288,Táxi Aéreo,TROPICAL TAXI AEREO LTDA,
7290,Táxi Aéreo,SOURE TAXI AEREO LTDA,
7294,Voo Regular,AZUL,
7296,Táxi Aéreo,CABURAI TAXI AEREO LTDA,
7297,Voo Regular,MAP,
7299,Voo Regular,AZUL,
7308,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7310,Táxi Aéreo,ABELHA TAXI AEREO E MANUTENCAO LTDA,OUTROS
7312,Voo Regular,AZUL,
7317,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7323,Táxi Aéreo,MORETO TAXI AERO LTDA,
7324,Táxi Aéreo,TAXI AEREO PIRACICABA LTDA,OUTROS
7325,Táxi Aéreo,OCIDENTAL TAXI AEREO LTDA,
7327,Táxi Aéreo,HELISUL TAXI AEREO LTDA,
7331,Táxi Aéreo,OLIVEIRA SILVA TAXI AEREO LTDA,OUTROS
7334,Voo Regular,TAM,COLISÃO NO SOLO
7336,Táxi Aéreo,AERO STAR TAXI AEREO LTDA,OUTROS
7338,Voo Regular,RLA RICO LINHAS AEREAS S/A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7339,Voo Regular,RLA RICO LINHAS AEREAS S/A,EXCURSÃO DE PISTA
7346,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7350,Táxi Aéreo,AVN AIR LLC,
7355,Táxi Aéreo,FRETAX TAXI AEREO LTDA,
7361,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,
7367,Voo Regular,SWISS INTERNATIONAL AIRLINES,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
7372,Voo Regular,AZUL,
7374,Voo Regular,OCEANAIR,
7376,Táxi Aéreo,TAXI AEREO FORTALEZA LTDA,
7377,Táxi Aéreo,OMNI TAXI AEREO LTDA,
7379,Táxi Aéreo,AIRBANK TAXI AEREO LTDA,
7380,Voo Regular,OCEANAIR,OUTROS
7382,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
7383,Voo Regular,TAM,
7384,Voo Regular,TAM,
7386,Voo Regular,AZUL,COLISÃO NO SOLO
7392,Voo Regular,AZUL,COLISÃO NO SOLO
7398,Táxi Aéreo,ALEBISA EMPREEND.E PARTICIP.LTDA,
7399,Táxi Aéreo,TALLA TAXI AEREO LTDA,
7410,Táxi Aéreo,LITORANEA AEROTAXI LTDA,
7411,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,
7412,Táxi Aéreo,PRATICA TAXI A.ESC.PIL.HELIC.LTDA,
7414,Táxi Aéreo,ANAUA TAXI AEREO LTDA,
7415,Táxi Aéreo,LUMA TAXI AEREO LTDA,
7416,Táxi Aéreo,,
7417,Voo Regular,GOL,
7420,Táxi Aéreo,CTA CLEITON TAXI AEREO LTDA,
7421,Táxi Aéreo,TAXI AEREO MARCO ZERO LTDA,
7422,Táxi Aéreo,J.V.C. AEROTAXI LTDA,
7423,Táxi Aéreo,OLIVEIRA SILVA TAXI AEREO LTDA,EXCURSÃO DE PISTA
7424,Voo Regular,VARIG/GOL,
7428,Voo Regular,OCEANAIR,
7429,Voo Regular,OCEANAIR,OUTROS
7431,Táxi Aéreo,OLIVEIRA SILVA TAXI AEREO LTDA,
7435,Voo Regular,OCEANAIR,
7436,Voo Regular,TRIP,
7437,Táxi Aéreo,TAXI AEREO MARCO ZERO LTDA,
7438,Táxi Aéreo,TIO TAXI AEREO LTDA,
7439,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,
7444,Voo Regular,TAM,
7446,Voo Regular,TRIP,
7448,Voo Regular,AZUL,
7452,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7453,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,COLISÃO COM AVE
7454,Táxi Aéreo,OMNI TAXI AEREO LTDA,
7460,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7476,Táxi Aéreo,TERRAL TAXI AEREO LTDA EPP,
7479,Voo Regular,TRIP,
7484,Táxi Aéreo,PLANA BRASIL TAXI AEREO LTDA,
7488,Táxi Aéreo,PMR TAXI AEREO E MANUTENCAO AERONAUTICA SA,
7489,Voo Regular,TRANSP.ESP.AER.E MALOTES LTDA,
7492,Táxi Aéreo,CTA CLEITON TAXI AEREO LTDA,
7500,Táxi Aéreo,AEROMIL TAXI AEREO LTDA,
7503,Voo Regular,AZUL,
7504,Táxi Aéreo,,
7508,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,OUTROS
7510,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7513,Táxi Aéreo,UIRAPURU TAXI AEREO LTDA,CONTATO ANORMAL COM A PISTA
7514,Voo Regular,VARIG/GOL,
7516,Voo Regular,AZUL,
7520,Táxi Aéreo,VALE DAMES CONSTRUÇÕES LTDA,EXCURSÃO DE PISTA
7521,Táxi Aéreo,VALE DAMES CONSTRUÇÕES LTDA,PERDA DE CONTROLE NO SOLO
7528,Táxi Aéreo,TAPAJOS TAXI AEREO LTDA,CONTATO ANORMAL COM A PISTA
7532,Voo Regular,ZARAUK AIRCRAFT LEASING LLC,
7534,Voo Regular,AZUL,COLISÃO COM AVE
7536,Táxi Aéreo,PRATICA TAXI A.ESC.PIL.HELIC.LTDA,
7540,Táxi Aéreo,HELISUL TAXI AEREO LTDA,
7544,Táxi Aéreo,MARICA TAXI AEREO LTDA,
7565,Táxi Aéreo,ARIZONA TAXI AEREO LTDA,INDETERMINADO
7570,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,COLISÃO NO SOLO
7574,Voo Regular,TRIP,
7575,Voo Regular,TRIP,
7579,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,
7584,Voo Regular,TAVAJ TRANS/AEREOS REGULARES S/A,
7585,Táxi Aéreo,FXL,
7592,Táxi Aéreo,HELIMED AERO TAXI LTDA,
7593,Táxi Aéreo,AEROLEO TAXI AEREO,
7603,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
7605,Voo Regular,AZUL,
7610,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,CONTATO ANORMAL COM A PISTA
7611,Táxi Aéreo,PMR TAXI AEREO E MANUTENCAO AERONAUTICA SA,OUTROS
7612,Voo Regular,AZUL,
7614,Voo Regular,VIACAO AEREA SAO PAULO S.A VASP,
7617,Voo Regular,OCEANAIR,
7620,Voo Regular,AZUL,
7621,Voo Regular,AZUL,
7623,Voo Regular,AZUL,
7627,Táxi Aéreo,EASY TAXI AEREO LTDA,
7631,Voo Regular,TAM,OUTROS
7635,Táxi Aéreo,PARINTINS TAXI AEREO LTDA,
7641,Táxi Aéreo,TASP – TAXI AEREO SUL DO PARA LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7646,Táxi Aéreo,RICO TAXI AEREO LTDA,
7652,Táxi Aéreo,TASP – TAXI AEREO SUL DO PARA LTDA,EXCURSÃO DE PISTA
7653,Voo Regular,AZUL,
7661,Voo Regular,AZUL,
7662,Voo Regular,AZUL,
7664,Voo Regular,TOTAL,
7670,Voo Regular,AZUL,OUTROS
7671,Táxi Aéreo,ATLAS TAXI AEREO LTDA,COLISÃO NO SOLO
7676,Táxi Aéreo,TALLA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7677,Táxi Aéreo,OMNI TAXI AEREO LTDA,COLISÃO NO SOLO
7682,Táxi Aéreo,SENIOR TAXI AEREO EXECUTIVO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7688,Táxi Aéreo,RIO BRANCO AEROTAXI LTDA,
7695,Voo Regular,AZUL,
7696,Voo Regular,AZUL,
7700,Táxi Aéreo,LIDER AVIACAO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7703,Táxi Aéreo,HELISANTA TAXI AEREO LTDA,
7713,Táxi Aéreo,ABELHA TAXI AEREO E MANUTENCAO LTDA,OUTROS
7714,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7717,Voo Regular,RIO SUL SERVS.AEREOS REGIONAIS SA,
7721,Voo Regular,AZUL,
7722,Voo Regular,TRIP,
7725,Táxi Aéreo,CURURUPU TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7728,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
7732,Táxi Aéreo,AERO RIO TAXI AEREO LTDA,COLISÃO NO SOLO
7733,Táxi Aéreo,ALGAR AVIATION TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7742,Táxi Aéreo,HERINGER TAXI AEREO LTDA,
7745,Táxi Aéreo,ASTRO TAXI AEREO LTDA,
7746,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,
7750,Táxi Aéreo,PENTA PENA TRANSPORTES AEREOS S/A,
7758,Táxi Aéreo,STILUS TAXI AEREO LTDA,
7767,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7769,Táxi Aéreo,AEROMED SERVICOS E TAXI AEREO LTDA,
7774,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7775,Voo Regular,AZUL,OUTROS
7776,Táxi Aéreo,ULTRA-PLANNA TAXI AEREO LTDA,
7777,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
7785,Táxi Aéreo,TWO TAXI AEREO LTDA,COLISÃO NO SOLO
7795,Táxi Aéreo,IQURE TAXI AEREO LTDA,
7807,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,OUTROS
7810,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,COLISÃO COM AVE
7817,Voo Regular,AZUL,OUTROS
7818,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7820,Voo Regular,AZUL,OUTROS
7824,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7827,Voo Regular,OCEANAIR,
7829,Voo Regular,GOL,OUTROS
7830,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7834,Táxi Aéreo,RIMA - RIO MADEIRA AEROTAXI LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7837,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7838,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7839,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7841,Voo Regular,TAM,COLISÃO COM AVE
7842,Voo Regular,TAM,
7843,Voo Regular,TRIP,
7844,Voo Regular,TAM,
7845,Voo Regular,PANTANAL,
7847,Voo Regular,TAM,
7848,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
7849,Táxi Aéreo,FLEX AERO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7850,Táxi Aéreo,FLEX AERO TAXI AEREO LTDA,EXCURSÃO DE PISTA
7854,Voo Regular,TAM,
7855,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7857,Voo Regular,TAM,
7858,Voo Regular,TAM,COLISÃO NO SOLO
7859,Táxi Aéreo,CESSNA FINANCE CORPORATION,
7860,Voo Regular,TAM,
7861,Voo Regular,TAM,
7862,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,EXCURSÃO DE PISTA
7863,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7864,Voo Regular,TAM,
7865,Voo Regular,TAM,
7866,Voo Regular,TAM,
7867,Voo Regular,MAP,
7868,Voo Regular,CONTINENTAL AIRLINES INC.,EXCURSÃO DE PISTA
7869,Voo Regular,OCEANAIR,
7870,Táxi Aéreo,HELIBARRA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7874,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7880,Táxi Aéreo,SENIOR TAXI AEREO EXECUTIVO LTDA,OUTROS
7884,Táxi Aéreo,LIDER AVIACAO,OUTROS
7885,Voo Regular,OCEANAIR,OUTROS
7888,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7891,Voo Regular,PANTANAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7892,Voo Regular,OCEANAIR,OUTROS
7894,Voo Regular,TAM,POUSO AQUÉM/ALÉM DA PISTA
7903,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7905,Voo Regular,OCEANAIR,MANOBRA ABRUPTA
7906,Táxi Aéreo,AIR MINAS LINHAS AEREAS,
7908,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7910,Táxi Aéreo,AERO CENTER BRASIL TÁXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7911,Voo Regular,VARIG LOGISTICA S/A,
7912,Voo Regular,TAM,
7913,Voo Regular,TAM,
7914,Voo Regular,TAM,
7915,Voo Regular,TAM,
7917,Voo Regular,TAM,
7918,Voo Regular,TAM,
7919,Voo Regular,TAM,
7920,Táxi Aéreo,FRETAX TAXI AEREO LTDA,
7923,Táxi Aéreo,MORRO VERMELHO - TAXI AEREO,OUTROS
7924,Voo Regular,VARIG LOGISTICA S/A,
7925,Voo Regular,TAM,
7928,Voo Regular,GOL,
7931,Táxi Aéreo,RICO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7932,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,OUTROS
7937,Táxi Aéreo,INTENSIVE AIR,
7938,Táxi Aéreo,INTENSIVE AIR,
7951,Voo Regular,AZUL,
7952,Voo Regular,SETE LINHAS AEREAS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7953,Voo Regular,GOL,OUTROS
7957,Voo Regular,AZUL,
7958,Voo Regular,AZUL,
7959,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7962,Voo Regular,AZUL,COLISÃO COM FAUNA
7963,Voo Regular,AMERICAN AIRLINES,EXCURSÃO DE PISTA
7964,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7968,Voo Regular,TAM,
7969,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7974,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7975,Voo Regular,PANTANAL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7976,Voo Regular,SOL LINHAS AEREAS LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
7977,Voo Regular,TAM,
7980,Táxi Aéreo,GENSA - GENERAL SERVICOS AEREOS LTDA,EXCURSÃO DE PISTA
7981,Táxi Aéreo,GENSA - GENERAL SERVICOS AEREOS LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
7983,Voo Regular,TAM,
7985,Voo Regular,TAM,
7988,Voo Regular,TAM,
7989,Voo Regular,TAM,
7990,Voo Regular,TAM,
7994,Voo Regular,TAM,
7998,Táxi Aéreo,LIDER AVIACAO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8004,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8006,Voo Regular,GOL,OUTROS
8007,Táxi Aéreo,RADIAL AEROTAXI LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8008,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8010,Voo Regular,AZUL,
8012,Voo Regular,AZUL,OUTROS
8014,Voo Regular,OCEANAIR,
8022,Voo Regular,AZUL,
8025,Voo Regular,AZUL,
8028,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8030,Voo Regular,TAM,
8031,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8036,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8037,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8039,Voo Regular,TAM,
8040,Voo Regular,TAM,
8041,Voo Regular,AZUL,FOGO/FUMAÇA
8043,Voo Regular,TAM,
8044,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,MÉDICO
8045,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,
8046,Voo Regular,TAM,
8049,Voo Regular,TAM,
8050,Voo Regular,TAM,
8051,Voo Regular,TAM,
8052,Voo Regular,TAM,
8055,Voo Regular,TAM,
8056,Voo Regular,TAM,
8057,Táxi Aéreo,HENRIMAR TAXI AEREO LTDA EPP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8058,Voo Regular,TAM,
8060,Voo Regular,TAM,
8061,Voo Regular,TAM,
8063,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8064,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8068,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8069,Táxi Aéreo,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8072,Táxi Aéreo,TAPAJOS TAXI AEREO LTDA,OUTROS
8074,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8078,Voo Regular,AZUL,
8081,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8083,Voo Regular,OCEANAIR,
8084,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,
8085,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8087,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8089,Voo Regular,AZUL,
8092,Voo Regular,TAM,OUTROS
8093,Voo Regular,AZUL,
8094,Voo Regular,AZUL,OPERAÇÕES NO SOLO
8095,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8096,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA - EPP,COLISÃO COM FAUNA
8098,Voo Regular,CENTURION,
8099,Voo Regular,GOL,
8100,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA - EPP,EXCURSÃO DE PISTA
8101,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8102,Voo Regular,PASSAREDO TRANSPORTES AÉREOS S.A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8105,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8106,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8107,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8111,Voo Regular,TAM,
8112,Voo Regular,TAM,
8113,Voo Regular,TAM,
8115,Voo Regular,AZUL,
8116,Voo Regular,GOL,
8117,Voo Regular,TAM,
8119,Voo Regular,TAM,
8120,Voo Regular,TAM,
8121,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8122,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8124,Voo Regular,TAM,
8125,Voo Regular,TAM,
8126,Voo Regular,TAM,
8127,Voo Regular,TAM,
8128,Táxi Aéreo,ADDEY TAXI AEREO LTDA,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
8129,Voo Regular,TAM,
8130,Voo Regular,TAM,
8132,Voo Regular,TAM,
8134,Voo Regular,AZUL,
8139,Táxi Aéreo,RIMA RIO MADEIRA AEROTAXI LTDA,OUTROS
8145,Táxi Aéreo,PARINTINS TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8148,Voo Regular,TAM,FOGO/FUMAÇA
8151,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8153,Táxi Aéreo,AEROLEO TAXI AEREO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8157,Táxi Aéreo,PARAMAZONIA TAXI AEREO LTDA,PERDA DE CONTROLE EM VOO
8158,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8162,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8165,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8168,Voo Regular,TAM,
8169,Voo Regular,TAM,
8170,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8171,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8175,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8176,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8177,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8178,Voo Regular,TAM,
8179,Voo Regular,TAM,
8180,Voo Regular,TAM,
8182,Voo Regular,TAM,
8183,Voo Regular,VARIG LOGISTICA S/A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8184,Táxi Aéreo,JAD TAXI AEREO LTDA,
8186,Voo Regular,TAM,
8188,Voo Regular,PANTANAL,
8190,Voo Regular,TAM,
8192,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8193,Voo Regular,TAM,OUTROS
8198,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8199,Voo Regular,MAP,
8200,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8203,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8205,Voo Regular,AZUL,
8211,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8213,Voo Regular,AZUL,
8214,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8222,Voo Regular,TAM,
8223,Táxi Aéreo,BRABO TAXI AEREO LTDA,PERDA DE CONTROLE NO SOLO
8225,Voo Regular,AZUL,
8228,Voo Regular,PASSAREDO TRANSPORTES AEREOS S.A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8229,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8232,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8236,Táxi Aéreo,LIDER TAXI AEREO�S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8241,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8242,Voo Regular,TAM,
8243,Voo Regular,GOL,
8244,Voo Regular,TAM,
8245,Voo Regular,TAM,
8247,Voo Regular,PANTANAL,
8248,Voo Regular,TAM,
8252,Voo Regular,OCEANAIR,OUTROS
8254,Voo Regular,TAM,
8255,Voo Regular,TAM,
8256,Voo Regular,WEBJET,OUTROS
8257,Voo Regular,TAM,
8258,Voo Regular,TAM,
8259,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,
8261,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8267,Táxi Aéreo,PEMA – PEREIRA MACHADO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8270,Táxi Aéreo,ARROWJET TAXI AEREO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8271,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8272,Voo Regular,RIO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8273,Voo Regular,OCEANAIR,
8275,Voo Regular,RIO,
8278,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8283,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8284,Voo Regular,TAM,OUTROS
8285,Voo Regular,AZUL,
8289,Voo Regular,TAM LINHAS AÉREAS S.A,COLISÃO COM FAUNA
8293,Voo Regular,GOL,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
8294,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
8295,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8298,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8299,Táxi Aéreo,J.V.C. AEROTAXI LTDA,OUTROS
8300,Táxi Aéreo,AERO STAR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8301,Voo Regular,TAM,
8302,Táxi Aéreo,AEROTEC TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
8303,Voo Regular,TAM,COLISÃO COM AVE
